id,why_correct,why_others_wrong,cites
AUD-MCQ-ETHI-0126,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0127,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0128,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0129,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0130,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0131,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0132,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0133,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0134,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0135,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0136,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0137,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0138,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0139,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0140,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0141,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0142,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0143,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0144,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0145,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0146,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0147,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0148,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0149,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0150,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0151,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0152,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0153,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0154,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0155,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0156,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0157,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0158,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0159,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0160,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0161,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0162,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0163,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0164,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0165,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0166,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-RISK-0167,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0168,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0169,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0170,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0171,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0172,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0173,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0174,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0175,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0176,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0177,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0178,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0179,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0180,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0181,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0182,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0183,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0184,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0185,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0186,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0187,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0188,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0189,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0190,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0191,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0192,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0193,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0194,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0195,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0196,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0197,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0198,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0199,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0200,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0201,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0202,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0203,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0204,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0205,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0206,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0207,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0208,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0209,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0210,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0211,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0212,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0213,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0214,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0215,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0216,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0217,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0218,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0219,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0220,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0221,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0222,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0223,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0224,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0225,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0226,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0227,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0228,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0229,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0230,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0231,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0232,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0233,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0234,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0235,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0236,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0237,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0238,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0239,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0240,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0241,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0242,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0243,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Low - can be mitigated by substantive procedures,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0244,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Medium - fraud is rare in this industry; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0245,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0246,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Depends on prior year results; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0247,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0248,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0249,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0250,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0251,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Medium - fraud is rare in this industry,"AU-C 315.11, AU-C 315.A42"
AUD-MCQ-RISK-0252,AU-C 315 requires assessment of inherent risk before considering controls. Corrupt environment increases inherent risk independent of controls.,Low - can be mitigated by substantive procedures; Depends on prior year results,"AU-C 315.11, AU-C 315.A42"
