id,why_correct,why_others_wrong,cites
BAR-MCQ-FORE-0133,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0134,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0135,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0136,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0137,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0138,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0139,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0140,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0141,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0142,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0143,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0144,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0145,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0146,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0147,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0148,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0149,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0150,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0151,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0152,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0153,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0154,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0155,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0156,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0157,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0158,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0159,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0160,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0161,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0162,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0163,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0164,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0165,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0166,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0167,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0168,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0169,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0170,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0171,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0172,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0173,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0174,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0175,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0176,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0177,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0178,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0179,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0180,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0181,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0182,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0183,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0184,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0185,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0186,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0187,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0188,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0189,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0190,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0191,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0192,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0193,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0194,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0195,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0196,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0197,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0198,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0199,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0200,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0201,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0202,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0203,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0204,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0205,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0206,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0207,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0208,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0209,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0210,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0211,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0212,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0213,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0214,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0215,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0216,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0217,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0218,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0219,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0220,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0221,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0222,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0223,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0224,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0225,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0226,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0227,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0228,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Translation - use average rate for all assets; Remeasurement - use temporal method,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0229,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",No translation - functional currency = reporting currency; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0230,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0231,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; Translation - use average rate for all assets,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FORE-0232,"ASC 830-30: When foreign currency is functional currency, use translation (current rate method). Monetary & nonmonetary assets at current rate.",Remeasurement - use temporal method; No translation - functional currency = reporting currency,"ASC 830-30-45-3, ASC 830-30-45-9"
BAR-MCQ-FINA-0233,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{(ca - inv/2) / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0234,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{ca / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0235,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {(ca - inv/2) / cl},Financial Analysis Standard
BAR-MCQ-FINA-0236,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{ca / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0237,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{ca / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0238,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{(ca - inv/2) / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0239,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{(ca - inv/2) / cl}; {ca / cl},Financial Analysis Standard
BAR-MCQ-FINA-0240,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{(ca - inv/2) / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0241,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{ca / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0242,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {(ca - inv/2) / cl},Financial Analysis Standard
BAR-MCQ-FINA-0243,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{(ca - inv/2) / cl}; {ca / cl},Financial Analysis Standard
BAR-MCQ-FINA-0244,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {(ca - inv/2) / cl},Financial Analysis Standard
BAR-MCQ-FINA-0245,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {(ca - inv/2) / cl},Financial Analysis Standard
BAR-MCQ-FINA-0246,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{ca / cl}; {(ca - inv/2) / cl},Financial Analysis Standard
BAR-MCQ-FINA-0247,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {(ca - inv/2) / cl},Financial Analysis Standard
BAR-MCQ-FINA-0248,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {ca / cl},Financial Analysis Standard
BAR-MCQ-FINA-0249,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {ca / cl},Financial Analysis Standard
BAR-MCQ-FINA-0250,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {(ca - inv/2) / cl},Financial Analysis Standard
BAR-MCQ-FINA-0251,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{ca / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0252,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{current_ratio}; {ca / cl},Financial Analysis Standard
BAR-MCQ-FINA-0253,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{ca / cl}; {(ca - inv/2) / cl},Financial Analysis Standard
BAR-MCQ-FINA-0254,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{(ca - inv/2) / cl}; {current_ratio},Financial Analysis Standard
BAR-MCQ-FINA-0255,Quick ratio = (Current assets - Inventory) / Current liabilities. Measures immediate liquidity without inventory liquidation.,{ca / cl}; {(ca - inv/2) / cl},Financial Analysis Standard
